радоваться	{Ряд}	26.09.2014 14:14:33
радоваться	{Ряд}	26.09.2014 14:19:10
радостный	{Ряд}	26.09.2014 14:20:31
\bрадостный\b	{Ряд}	26.09.2014 14:22:00
нежирный
	{Ряд}	26.09.2014 14:22:35
нежирный
	{Ряд}	26.09.2014 14:22:42
нежирный	{Ряд}	26.09.2014 14:22:45
нежирный	{Ряд}	26.09.2014 14:22:53
радовать	{Ряд}	26.09.2014 14:23:22
нежирный	[d_srch]	26.09.2014 14:24:38
баловать 1	[d_srch]	26.09.2014 14:25:15
баловать	[d_srch]	26.09.2014 14:25:25
корова	[d_srch]	26.09.2014 14:26:06
нежирный	[d_srch]	26.09.2014 14:33:30
радовать	[d_srch]	26.09.2014 14:35:05
нежить	[d_srch]	26.09.2014 14:37:51
ласкать	[d_srch]	26.09.2014 14:39:42
лелеять	[d_srch]	26.09.2014 14:41:29
нежить	[d_srch]	26.09.2014 14:41:52
нежить	{Ряд}	26.09.2014 14:59:11
холить	[d_srch]	26.09.2014 15:02:21
радовать	[d_srch]	26.09.2014 15:39:03
нежить	[d_srch]	26.09.2014 15:41:07
ошибаться	{Ряд}	27.09.2014 23:55:37
ошибиться	[d_srch]	27.09.2014 23:56:06
ошибиться	[d_srch]	27.09.2014 23:56:12
синоним	[d_srch]	29.09.2014 10:59:29
собака	[d_srch]	29.09.2014 10:59:42
дерево	[d_srch]	29.09.2014 10:59:56
тоска	[d_srch]	29.09.2014 10:59:57
хороший	[d_srch]	29.09.2014 11:00:11
печаль	[d_srch]	29.09.2014 11:00:14
говорить	[d_srch]	29.09.2014 11:00:23
грусть	[d_srch]	29.09.2014 11:00:30
скамья	[d_srch]	29.09.2014 11:00:36
Дом	[d_srch]	29.09.2014 11:00:37
дом	[d_srch]	29.09.2014 11:00:49
Кровать	[d_srch]	29.09.2014 11:00:56
Кровать	[d_srch]	29.09.2014 11:01:00
Кровать	[d_srch]	29.09.2014 11:01:02
Кровать	[d_srch]	29.09.2014 11:01:03
идти	[d_srch]	29.09.2014 11:01:04
крвсный	[d_srch]	29.09.2014 11:01:08
домик	[d_srch]	29.09.2014 11:01:11
грусть	[d_srch]	29.09.2014 11:01:12
красный	[d_srch]	29.09.2014 11:01:12
делать	[d_srch]	29.09.2014 11:01:16
	{Определение}	29.09.2014 11:01:24
пила	[d_srch]	29.09.2014 11:01:25
дом	[d_srch]	29.09.2014 11:01:33
грусть	[d_srch]	29.09.2014 11:01:33
пушка	[d_srch]	29.09.2014 11:01:35
грусть	[d_srch]	29.09.2014 11:01:40
готовить	{Определение}	29.09.2014 11:01:40
красный
	{Ряд}	29.09.2014 11:01:43
красный
	{doms}	29.09.2014 11:01:48
Корова	[d_srch]	29.09.2014 11:01:50
говорить
	{doms}	29.09.2014 11:01:52
красный
	{Определение}	29.09.2014 11:01:57
писать	{doms}	29.09.2014 11:01:58
делать	[d_srch]	29.09.2014 11:02:01
говорить	{doms}	29.09.2014 11:02:03
красный
	{Определение}	29.09.2014 11:02:07
красный	[d_srch]	29.09.2014 11:02:11
Убивать	[d_srch]	29.09.2014 11:03:07
Убивать	[d_srch]	29.09.2014 11:03:08
